"Scenario","Year","Quantity","Value","Reference_value","Percent_change"
"Drop AVO",2021,"Total biomass",11438.2903003891,11201.673460601,2.11233473837964
"Drop AVO",2021,"Age-1 recruitment",11656.3018160002,10865.1985369415,7.28107522719459
"Drop AVO",2021,"Fishing mortality",0.235293401298282,0.235153902099139,0.0593225108736162
"Drop AVO",2022,"Spawning biomass",3653.68160170096,3569.87587806377,2.34758088235378
"Drop AVO",2022,"Total biomass",12562.5214796785,12210.5619148794,2.88241906680986
"Drop AVO",2022,"Age-1 recruitment",11692.0750602605,10564.0157533712,10.6783190523856
"Drop AVO",2022,"Fishing mortality",0.167178260220807,0.168211640815917,-0.614333580064663
"Drop AVO",2023,"Spawning biomass",3596.58618205258,3486.1153651859,3.16888012284102
"Drop AVO",2023,"Total biomass",11297.3682120519,10880.7201206255,3.82923268687521
"Drop AVO",2023,"Age-1 recruitment",16167.4735302974,14495.2388593378,11.5364409457965
"Drop AVO",2023,"Fishing mortality",0.165253618810316,0.168322377046655,-1.82314335751632
"Drop AVO",2024,"Spawning biomass",3681.09240127432,3526.27254278764,4.3904677420165
"Drop AVO",2024,"Total biomass",10130.3260310013,9624.30470407444,5.25774424735972
"Drop AVO",2024,"Age-1 recruitment",16857.9266828038,15784.6839550959,6.79926649631433
"Drop AVO",2024,"Fishing mortality",0.167420739813255,0.173146061770225,-3.30664289931597
